ItemNumber,Giro,Genero,Articulo,Material_o_Especificaciones,Attr_o_Gauge,Medida,MedidaAd,Color,Distribuidora,Empaque,Precio,MinOrder,TermEntrega,TermPago,CodSinDist,CodConDist
2610,3,10,Cabo,CABO PICO SPAIN,,36,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2596,3,10,Cabo,CABO PICO SURTEK,CAB6,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2591,3,10,Cabo,CABO PICO T/CRAFT,MEX,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
598,3,10,Cabo,CABO PICO T/NA,78752/01,C/GOMA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1600,3,10,Cabo,CABO SERRUCHO,GN13,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
813,3,4,Cadena,CADENA GALV 1/2,,35,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
823,3,4,Cadena,CADENA GALV 1/2,,50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
826,3,4,Cadena,CADENA GALV 1/2,MEX,38,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
900,3,4,Cadena,CADENA GALV 1/4,44262,113.75,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
824,3,4,Cadena,CADENA GALV 1/4,MEX,159,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
902,3,4,Cadena,CADENA GALV 1/4X113.,44271,CAGA1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
808,3,4,Cadena,CADENA GALV 1/8,44260,243.75,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
814,3,4,Cadena,CADENA GALV 1/8,MEX,500,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
827,3,4,Cadena,CADENA GALV 1/8X 243,44269,CAGA1/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
825,3,4,Cadena,CADENA GALV 3/16,,250,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
815,3,4,Cadena,CADENA GALV 3/16,MEX,335,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
828,3,4,Cadena,CADENA GALV 3/16X211,44270,CAGA3/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
906,3,4,Cadena,CADENA GALV 3/8,44264,32.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
913,3,4,Cadena,CADENA GALV 3/8,MEX,66,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
907,3,4,Cadena,CADENA GALV 5/16,,92,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
911,3,4,Cadena,CADENA GALV 5/16,MEX,86,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
901,3,4,Cadena,CADENA GALV 5/16X65,44272,CAGA5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
843,3,4,Cadena,CADENA LAMP ALUM,GOLD,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
847,3,4,Cadena,CADENA LAMP METAL,CR,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
842,3,4,Cadena,CADENA LAMP METAL,GOLD,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6461,3,4,Cadena,CADENA PASEO 1.5,0,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
732,3,4,Cadena,CADENA PASEO 1.6,,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
733,3,4,Cadena,CADENA PASEO 2.0,448,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6045,3,4,Cadena,CADENA PASEO 2.3,QU2348,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4345,3,4,Cadena,CADENA PASEO 2.5,,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
725,3,4,Cadena,CADENA PASEO 3.0,548,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4051,3,4,Cadena,CADENA PASEO 3.5,,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
744,3,4,Cadena,CADENA PASEO 4.0,648,48,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6712,3,4,Cadena,CADENA PASEO NYLON,1.5MM,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6711,3,4,Cadena,CADENA PASEO NYLON,1MM,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6714,3,4,Cadena,CADENA PASEO NYLON,2.5MM,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6713,3,4,Cadena,CADENA PASEO NYLON,2MM,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
731,3,4,Cadena,CADENA PERRO 1.6,,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4341,3,4,Cadena,CADENA PERRO 2.0,,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
730,3,4,Cadena,CADENA PERRO 2.0,,15,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4344,3,4,Cadena,CADENA PERRO 2.0,QU2006,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6042,3,4,Cadena,CADENA PERRO 2.3,QU2306,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6043,3,4,Cadena,CADENA PERRO 2.3,QU2310,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6044,3,4,Cadena,CADENA PERRO 2.3,QU2315,15,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
726,3,4,Cadena,CADENA PERRO 2.5,,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
748,3,4,Cadena,CADENA PERRO 2.5,,15,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
727,3,4,Cadena,CADENA PERRO 2.5,QU2510,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
728,3,4,Cadena,CADENA PERRO 3.0,,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
750,3,4,Cadena,CADENA PERRO 3.0,,15,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
729,3,4,Cadena,CADENA PERRO 3.0,QU3010,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4366,3,4,Cadena,CADENA PERRO 3.5,,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4367,3,4,Cadena,CADENA PERRO 3.5,,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6245,3,4,Cadena,CADENA PERRO 3.5,,15,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
806,3,4,Cadena,CADENA TIESTO,,200,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6357,3,4,Cadena,CADENA TIESTO TW,,200,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
856,3,2,Caja,CAJA 2X4,58361,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
992,3,2,Caja,CAJA 2X4,58361,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
857,3,2,Caja,CAJA 4X4,52151,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
955,3,2,Caja,CAJA 4X4,52151,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
950,3,2,Caja,CAJA BOLA RUEDA/CARR,(10 PCS),,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3463,3,2,Caja,CAJA CERRADURA PORTO,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4712,3,2,Caja,CAJA CORTE PLAST,PMB12,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
974,3,2,Caja,CAJA HERRAMIENTA,10552,CPE16G,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
966,3,2,Caja,CAJA HERRAMIENTA,11506,23,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
961,3,2,Caja,CAJA HERRAMIENTA,19656,17,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
965,3,2,Caja,CAJA HERRAMIENTA ORA,19854,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
960,3,2,Caja,CAJA HERRAMIENTAS,143201,16 PLAST,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
952,3,2,Caja,CAJA HERRAMIENTAS,143202,22 PLAST,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
858,3,2,Caja,CAJA OCTAGONAL,54151,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
956,3,2,Caja,CAJA OCTAGONAL,54151,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
964,3,2,Caja,CAJA PESCA PLAST,10539,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6513,3,11,Calentador,CALENTADOR DUCHA,AHSH2500,110V/23A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6593,3,11,Calentador,CALENTADOR LINEA,9.5 KW,220 VOLT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6351,3,11,Calentador,CALENTADOR LINEA,BOSTEMP,220V-40A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6396,3,11,Calentador,CALENTADOR LINEA AM/,S-9,220V-40A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6356,3,11,Calentador,CALENTADOR LINEA AM/,,ADK-3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6594,3,11,Calentador,CALENTADOR LINEA AM/,A-67,220V-30A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6526,3,11,Calentador,CALENTADOR LINEA AM/,AH-18 3B,80/18KW,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6527,3,11,Calentador,CALENTADOR LINEA AM/,AH-2135,240/21kw,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6528,3,11,Calentador,CALENTADOR LINEA AM/,AH-24 4B,120/24KW,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6529,3,11,Calentador,CALENTADOR LINEA AM/,AH-27 45,120/27KW,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6524,3,11,Calentador,CALENTADOR LINEA AM/,M-4,110V-29A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6525,3,11,Calentador,CALENTADOR LINEA AM/,M-7,220V-29A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6473,3,11,Calentador,CALENTADOR LINEA AM/,M-9,220V-37A,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5474,3,12,Caña de Pescar,CANA PESCAR C/CARRET,SP502N,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1449,3,11,Canasto,CANASTITO BANERA,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
647,3,11,Canasto,CANASTITO FREGADERO,CD,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3794,3,11,Canasto,CANASTITO FREGADERO,MALLA,C2010,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
606,3,11,Canasto,CANASTITO FREGADERO,R405P,C/P,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
